Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Andrés Iniesta,34.0,1984.0,MF,Spain,4.0,3.0,283.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,19.5,0.0,4080,993,133,147,87,100,24,29,7,30,6,0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,310.0,1.0,11.0,174.0,145.0,17.0,309.0,6.0,11.0,7.0,0.0,239.0,1013.0,538.0,31.0,13.0,2.0,4.0,2.0,294.0,278.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,15.0,8.0,28.0,19.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Anice Badri,27.0,1990.0,MF,Tunisia,3.0,2.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,18.7,0.0,1104,190,45,47,27,29,3,4,1,4,1,0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,107.0,5.0,26.0,52.0,43.0,3.0,105.0,5.0,6.0,5.0,0.0,88.0,551.0,281.0,13.0,4.0,1.0,4.0,4.0,103.0,82.0,10.0,3.0,3.0,0.0,0.0,0.0,2.0,58.0,13.0,12.0,33.0,13.0,5.0,0.0,0.0,5.0,3.0,1.0,0.0
Ante Rebić,24.0,1993.0,FW,Croatia,6.0,6.0,543.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,5.0,19.6,0.0,1089,289,34,48,29,49,3,22,1,4,6,0,0.0,21.0,11.0,1.0,18.0,1.0,0.0,0.0,34.0,5.0,6.0,216.0,6.0,27.0,78.0,121.0,26.0,215.0,19.0,22.0,19.0,0.0,154.0,750.0,417.0,27.0,7.0,5.0,14.0,8.0,233.0,143.0,46.0,4.0,4.0,3.0,0.0,1.0,5.0,92.0,30.0,18.0,47.0,27.0,10.0,1.0,0.0,9.0,7.0,4.0,0.0
Antoine Griezmann,27.0,1991.0,MF,France,7.0,7.0,566.0,4.0,2.0,3.0,3.0,0.0,0.0,18.0,7.0,23.5,3.0,2952,572,94,121,57,76,22,42,8,5,4,0,0.0,6.0,11.0,2.0,14.0,1.0,0.0,0.0,35.0,1.0,5.0,322.0,7.0,45.0,125.0,174.0,27.0,286.0,9.0,14.0,11.0,1.0,218.0,1204.0,539.0,25.0,10.0,3.0,13.0,7.0,298.0,223.0,54.0,7.0,3.0,4.0,2.0,2.0,8.0,172.0,33.0,36.0,75.0,61.0,6.0,1.0,0.0,5.0,2.0,3.0,0.0
Antonio Rukavina,34.0,1984.0,DF,Serbia,2.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666,382,17,19,13,19,6,6,1,2,2,1,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0,0.0,0.0,57.0,4.0,17.0,22.0,18.0,3.0,55.0,0.0,0.0,0.0,0.0,34.0,142.0,65.0,5.0,0.0,1.0,0.0,1.0,29.0,26.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,27.0,7.0,12.0,15.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0
Antonio Rüdiger,25.0,1993.0,DF,Germany,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682,339,20,20,45,48,12,14,0,6,0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,92.0,4.0,29.0,62.0,5.0,0.0,92.0,0.0,0.0,0.0,0.0,73.0,369.0,184.0,7.0,0.0,0.0,0.0,1.0,72.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Aníbal Godoy,28.0,1990.0,MF,Panama,3.0,3.0,241.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,17.6,0.0,1817,381,46,49,31,35,14,14,0,13,1,0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,128.0,3.0,17.0,85.0,35.0,5.0,126.0,2.0,4.0,2.0,0.0,90.0,479.0,185.0,7.0,2.0,1.0,4.0,1.0,118.0,99.0,8.0,2.0,0.0,3.0,0.0,1.0,2.0,74.0,10.0,23.0,37.0,14.0,3.0,0.0,0.0,3.0,6.0,2.0,1.0
Ari Freyr Skúlason,31.0,1987.0,MF,Iceland,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,16,3,3,3,3,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,1.0,2.0,6.0,3.0,0.0,10.0,0.0,1.0,1.0,0.0,6.0,48.0,44.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arkadiusz Milik,24.0,1994.0,MF,Poland,1.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.0,257,50,6,10,7,8,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,24.0,0.0,4.0,8.0,13.0,2.0,23.0,0.0,0.0,0.0,0.0,16.0,47.0,22.0,1.0,1.0,0.0,0.0,0.0,30.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,9.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Armando Cooper,30.0,1987.0,MF,Panama,2.0,2.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,29.4,0.0,1141,237,28,32,23,25,11,11,2,8,3,0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,4.0,103.0,2.0,18.0,66.0,33.0,0.0,99.0,4.0,8.0,4.0,0.0,79.0,503.0,264.0,9.0,4.0,0.0,5.0,5.0,79.0,71.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,53.0,7.0,18.0,30.0,5.0,5.0,1.0,0.0,4.0,4.0,0.0,0.0
Arnór Ingvi Traustason,25.0,1993.0,FW,Iceland,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Gunnarsson,29.0,1989.0,MF,Iceland,3.0,3.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,0.0,1281,509,22,28,24,32,14,28,4,9,1,0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,25.0,1.0,2.0,112.0,8.0,31.0,50.0,35.0,4.0,98.0,2.0,3.0,2.0,0.0,50.0,241.0,148.0,5.0,1.0,0.0,0.0,1.0,53.0,47.0,5.0,6.0,5.0,3.0,0.0,1.0,4.0,69.0,15.0,24.0,44.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
Artem Dzyuba,29.0,1988.0,FW,Russia,5.0,4.0,331.0,3.0,2.0,1.0,1.0,0.0,0.0,7.0,3.0,12.4,0.0,1038,221,47,66,16,26,6,8,5,4,2,0,0.0,15.0,13.0,3.0,0.0,0.0,0.0,0.0,21.0,21.0,16.0,166.0,7.0,13.0,73.0,89.0,20.0,161.0,4.0,8.0,5.0,0.0,81.0,351.0,193.0,8.0,4.0,0.0,15.0,6.0,235.0,118.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,88.0,20.0,6.0,55.0,27.0,4.0,1.0,0.0,3.0,1.0,6.0,0.0
Artur Jędrzejczyk,30.0,1987.0,DF,Poland,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,716,299,17,19,18,21,4,10,1,4,1,1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,59.0,3.0,8.0,38.0,16.0,1.0,44.0,1.0,1.0,1.0,0.0,31.0,124.0,58.0,5.0,3.0,0.0,0.0,1.0,37.0,33.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,6.0,4.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Ashley Young,32.0,1985.0,MF,England,5.0,5.0,461.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,21.4,2.0,3891,1179,79,85,81,93,34,60,5,12,5,0,0.0,4.0,3.0,0.0,12.0,0.0,0.0,0.0,28.0,1.0,2.0,272.0,7.0,61.0,131.0,95.0,3.0,208.0,2.0,3.0,2.0,0.0,157.0,874.0,467.0,16.0,5.0,0.0,2.0,5.0,170.0,158.0,3.0,4.0,3.0,3.0,0.0,2.0,4.0,63.0,16.0,30.0,21.0,12.0,7.0,0.0,0.0,7.0,1.0,2.0,0.0
Axel Witsel,29.0,1989.0,MF,Belgium,6.0,6.0,539.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,24.7,0.0,5122,990,149,156,124,131,26,29,1,28,1,0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,5.0,371.0,11.0,82.0,248.0,70.0,2.0,364.0,3.0,4.0,4.0,0.0,276.0,1611.0,600.0,21.0,8.0,1.0,1.0,4.0,288.0,276.0,9.0,5.0,3.0,3.0,4.0,4.0,6.0,148.0,34.0,89.0,50.0,9.0,11.0,4.0,0.0,7.0,4.0,3.0,1.0
Ayoub El Kaabi,24.0,1993.0,FW,Morocco,2.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,89,2,5,9,1,1,1,1,0,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,17.0,1.0,1.0,4.0,13.0,4.0,16.0,0.0,2.0,0.0,0.0,5.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,33.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,2.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aziz Behich,27.0,1990.0,DF,Australia,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,18.9,0.0,2656,626,58,62,71,82,14,32,2,4,1,1,0.0,4.0,3.0,0.0,8.0,0.0,0.0,1.0,26.0,0.0,1.0,205.0,5.0,61.0,108.0,59.0,6.0,189.0,2.0,6.0,2.0,1.0,151.0,893.0,409.0,16.0,8.0,1.0,3.0,3.0,149.0,142.0,9.0,1.0,5.0,0.0,0.0,1.0,2.0,48.0,9.0,34.0,9.0,5.0,5.0,0.0,0.0,5.0,2.0,3.0,0.0
Aziz Bouhaddouz,31.0,1987.0,FW,Morocco,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,2,3,0,0,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Badou Ndiaye,27.0,1990.0,MF,Senegal,1.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,346,102,6,7,4,8,4,5,1,1,2,0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,0.0,3.0,11.0,13.0,1.0,22.0,1.0,1.0,1.0,0.0,17.0,66.0,26.0,3.0,1.0,0.0,0.0,0.0,19.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,3.0,10.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Bartosz Bereszyński,25.0,1992.0,DF,Poland,3.0,2.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.6,0.0,1202,497,25,29,35,38,5,7,2,5,2,1,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,14.0,2.0,1.0,98.0,0.0,23.0,44.0,36.0,1.0,85.0,3.0,3.0,3.0,0.0,55.0,182.0,94.0,4.0,1.0,0.0,1.0,3.0,67.0,49.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,35.0,12.0,21.0,9.0,5.0,6.0,0.0,0.0,6.0,3.0,3.0,0.0
Bassem Srarfi,20.0,1997.0,FW,Tunisia,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Mendy,23.0,1994.0,DF,France,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,169,13,13,11,13,2,8,1,3,3,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,39.0,1.0,7.0,13.0,20.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,136.0,91.0,4.0,1.0,0.0,1.0,0.0,31.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Benjamin Pavard,22.0,1996.0,DF,France,6.0,6.0,540.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,23.5,0.0,4240,1731,133,143,103,124,19,42,2,15,5,3,0.0,9.0,5.0,0.0,9.0,0.0,0.0,0.0,42.0,6.0,5.0,384.0,26.0,110.0,199.0,99.0,3.0,338.0,0.0,1.0,0.0,0.0,229.0,1064.0,599.0,22.0,11.0,0.0,4.0,3.0,254.0,236.0,10.0,5.0,9.0,2.0,0.0,4.0,4.0,78.0,23.0,49.0,17.0,12.0,9.0,2.0,0.0,7.0,9.0,19.0,0.0
Bernardo Silva,23.0,1994.0,MF,Portugal,4.0,3.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.4,0.0,1880,370,47,53,38,49,16,21,4,7,4,1,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,23.0,1.0,0.0,170.0,1.0,23.0,84.0,90.0,9.0,164.0,9.0,10.0,10.0,0.0,125.0,1077.0,673.0,30.0,17.0,0.0,7.0,6.0,142.0,117.0,14.0,3.0,3.0,4.0,0.0,2.0,4.0,80.0,20.0,20.0,47.0,13.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0
Birkir Bjarnason,30.0,1988.0,MF,Iceland,3.0,3.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,13.2,0.0,786,256,21,28,14,19,7,14,2,3,3,1,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,20.0,1.0,2.0,99.0,4.0,25.0,42.0,42.0,8.0,99.0,1.0,2.0,1.0,1.0,58.0,353.0,175.0,10.0,5.0,0.0,7.0,2.0,78.0,57.0,12.0,5.0,6.0,1.0,0.0,2.0,2.0,75.0,11.0,24.0,44.0,7.0,3.0,2.0,0.0,1.0,5.0,2.0,0.0
Birkir Már Sævarsson,33.0,1984.0,DF,Iceland,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1216,608,17,17,30,39,9,20,0,11,3,1,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,21.0,0.0,0.0,102.0,14.0,42.0,50.0,21.0,1.0,94.0,1.0,2.0,1.0,0.0,49.0,289.0,156.0,8.0,6.0,0.0,0.0,2.0,50.0,46.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,43.0,15.0,27.0,13.0,3.0,7.0,3.0,0.0,4.0,7.0,8.0,0.0
Björn Sigurðarson,27.0,1991.0,FW,Iceland,3.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,26,7,12,2,2,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,17.0,0.0,1.0,4.0,13.0,1.0,17.0,1.0,1.0,1.0,0.0,12.0,41.0,6.0,0.0,0.0,0.0,1.0,1.0,24.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaise Matuidi,31.0,1987.0,FW,France,5.0,4.0,334.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,20.2,0.0,1329,441,61,71,29,36,3,8,3,4,1,0,0.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0,31.0,5.0,5.0,166.0,2.0,41.0,84.0,49.0,6.0,165.0,0.0,2.0,0.0,0.0,102.0,403.0,147.0,9.0,4.0,0.0,5.0,5.0,127.0,102.0,17.0,8.0,7.0,5.0,1.0,2.0,8.0,145.0,29.0,60.0,66.0,19.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0
Blas Pérez,37.0,1981.0,FW,Panama,2.0,2.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,287,4,7,13,9,15,1,1,2,0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,13.0,44.0,3.0,3.0,22.0,22.0,4.0,42.0,1.0,2.0,2.0,0.0,20.0,130.0,42.0,2.0,1.0,0.0,3.0,1.0,78.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,7.0,4.0,40.0,12.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Blerim Džemaili,32.0,1986.0,MF,Switzerland,4.0,4.0,324.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,14.5,0.0,1066,263,38,43,28,38,3,5,3,11,3,0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,15.0,3.0,3.0,136.0,1.0,17.0,71.0,55.0,14.0,136.0,3.0,5.0,4.0,1.0,93.0,459.0,266.0,14.0,6.0,0.0,10.0,6.0,140.0,103.0,29.0,4.0,2.0,2.0,2.0,1.0,8.0,103.0,23.0,18.0,53.0,32.0,5.0,2.0,0.0,3.0,4.0,1.0,0.0
Branislav Ivanović,34.0,1984.0,DF,Serbia,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1690,887,22,25,42,47,12,27,4,9,4,3,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,15.0,3.0,2.0,118.0,7.0,39.0,62.0,24.0,3.0,95.0,2.0,2.0,2.0,0.0,58.0,328.0,149.0,7.0,5.0,0.0,0.0,0.0,66.0,59.0,5.0,1.0,3.0,1.0,0.0,3.0,2.0,36.0,8.0,26.0,7.0,3.0,4.0,0.0,0.0,4.0,3.0,5.0,0.0
Breel Embolo,21.0,1997.0,FW,Switzerland,4.0,1.0,137.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,14.8,0.0,536,95,12,12,18,23,2,4,3,4,3,1,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0,5.0,4.0,70.0,2.0,7.0,28.0,37.0,13.0,70.0,5.0,9.0,5.0,1.0,48.0,175.0,82.0,5.0,2.0,0.0,4.0,4.0,73.0,53.0,25.0,1.0,1.0,1.0,0.0,0.0,2.0,35.0,11.0,8.0,19.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Brian Idowu,26.0,1992.0,DF,Nigeria,3.0,3.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1246,708,26,31,35,46,5,10,2,7,2,1,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,20.0,2.0,1.0,113.0,5.0,44.0,56.0,16.0,2.0,99.0,0.0,1.0,0.0,0.0,59.0,262.0,138.0,7.0,1.0,0.0,2.0,1.0,62.0,56.0,2.0,2.0,3.0,1.0,0.0,2.0,4.0,64.0,19.0,35.0,21.0,8.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0
Bruno Fernandes,23.0,1994.0,MF,Portugal,2.0,1.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,30.3,0.0,415,106,11,11,14,21,1,2,0,1,2,0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,48.0,3.0,10.0,14.0,27.0,0.0,47.0,0.0,0.0,0.0,0.0,31.0,125.0,52.0,3.0,0.0,0.0,1.0,4.0,46.0,33.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,31.0,7.0,12.0,12.0,7.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
Bryan Oviedo,28.0,1990.0,DF,Costa,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,25.4,0.0,888,446,26,29,16,18,7,14,1,3,2,1,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,1.0,89.0,6.0,35.0,32.0,28.0,3.0,80.0,0.0,0.0,0.0,0.0,43.0,290.0,151.0,7.0,3.0,1.0,1.0,2.0,49.0,43.0,4.0,3.0,3.0,2.0,1.0,0.0,4.0,28.0,5.0,17.0,8.0,3.0,4.0,0.0,0.0,4.0,5.0,3.0,0.0
Bryan Ruiz,32.0,1985.0,FW,Costa,3.0,3.0,270.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,0.0,1595,456,48,55,36,43,9,18,2,7,1,0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,20.0,2.0,7.0,160.0,2.0,28.0,96.0,52.0,6.0,156.0,8.0,11.0,8.0,1.0,129.0,645.0,299.0,16.0,6.0,0.0,5.0,12.0,138.0,114.0,13.0,2.0,1.0,1.0,0.0,0.0,6.0,42.0,7.0,6.0,24.0,12.0,8.0,2.0,0.0,6.0,5.0,1.0,0.0
Carlos Bacca,31.0,1986.0,FW,Colombia,3.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11.5,0.0,322,79,9,11,11,13,0,2,2,2,2,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,37.0,0.0,1.0,17.0,21.0,7.0,37.0,1.0,1.0,1.0,0.0,21.0,100.0,78.0,3.0,2.0,0.0,3.0,0.0,47.0,27.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,2.0,5.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Carlos Salcedo,24.0,1993.0,DF,Mexico,4.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,18.5,0.0,4376,1195,38,41,118,127,34,54,1,11,1,0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,7.0,8.0,269.0,31.0,139.0,147.0,10.0,5.0,261.0,2.0,2.0,2.0,0.0,179.0,1247.0,727.0,13.0,1.0,0.0,1.0,1.0,183.0,177.0,3.0,1.0,3.0,2.0,0.0,5.0,5.0,44.0,10.0,33.0,10.0,1.0,12.0,8.0,0.0,4.0,3.0,13.0,0.0
Carlos Sánchez,32.0,1986.0,MF,Colombia,3.0,3.0,170.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1359,383,19,22,37,38,9,15,0,5,0,0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,1.0,84.0,4.0,28.0,54.0,4.0,0.0,83.0,0.0,0.0,0.0,0.0,52.0,294.0,100.0,3.0,0.0,0.0,0.0,1.0,57.0,54.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,25.0,6.0,10.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Carlos Sánchez,33.0,1984.0,FW,Uruguay,3.0,1.0,124.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,17.6,0.0,1016,417,20,27,21,29,8,16,7,2,0,0,0.0,2.0,4.0,1.0,8.0,0.0,0.0,0.0,16.0,1.0,0.0,90.0,2.0,16.0,37.0,42.0,3.0,82.0,0.0,1.0,0.0,0.0,56.0,288.0,134.0,8.0,2.0,1.0,1.0,3.0,65.0,54.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,38.0,10.0,16.0,11.0,11.0,4.0,1.0,0.0,3.0,1.0,2.0,0.0
Carlos Vela,29.0,1989.0,MF,Mexico,4.0,4.0,313.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,20.9,1.0,1715,345,47,52,40,44,11,19,12,10,10,1,0.0,3.0,11.0,1.0,9.0,0.0,0.0,0.0,23.0,0.0,1.0,163.0,0.0,10.0,69.0,101.0,13.0,149.0,11.0,17.0,12.0,0.0,143.0,1017.0,629.0,27.0,6.0,6.0,3.0,8.0,142.0,116.0,26.0,5.0,2.0,3.0,0.0,0.0,1.0,54.0,11.0,5.0,35.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Casemiro,26.0,1992.0,MF,Brazil,4.0,4.0,329.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,25.8,0.0,4012,1169,84,96,98,114,24,29,3,24,1,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,6.0,303.0,16.0,86.0,196.0,43.0,3.0,300.0,4.0,5.0,4.0,1.0,211.0,946.0,459.0,13.0,5.0,0.0,0.0,2.0,204.0,191.0,5.0,11.0,10.0,4.0,1.0,5.0,10.0,65.0,27.0,37.0,22.0,6.0,9.0,1.0,0.0,8.0,5.0,11.0,0.0
Celso Borges,30.0,1988.0,MF,Costa,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,19.3,0.0,1847,401,39,47,44,54,13,19,3,8,1,1,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,3.0,2.0,146.0,10.0,32.0,87.0,33.0,6.0,145.0,3.0,3.0,3.0,0.0,77.0,376.0,139.0,9.0,3.0,1.0,0.0,2.0,104.0,97.0,11.0,1.0,3.0,1.0,0.0,1.0,3.0,44.0,8.0,17.0,24.0,3.0,3.0,0.0,0.0,3.0,1.0,6.0,0.0
